confirm_idx,entry_idx,exit_idx,horizon_end_idx,parent_sign,option_type,confirm_day,entry_day,exit_day,horizon_day,entry_ts,exit_ts,entry_spot,exit_spot,exit_class,holding_bars,structural_outcome,contract_code,expiry,strike,entry_ask,exit_bid,option_entry_ts,option_exit_ts,net_cny,premium_return,entry_premium_cny,exit_premium_cny,intrinsic_at_entry,time_to_expiry_days,spot_move,status
452587,452588,452809.0,453788,-1,P,2022-10-10,2022-10-10,2022-10-11,2022-10-17,2022-10-10 09:58:00+08:00,2022-10-11 09:39:00+08:00,6103.59,6006.32,temporal_completion,221.0,recovery,MO2210-P-6100,2022-10-21,6100.0,125.4,168.6,2022-10-10 09:58:02.800000+08:00,2022-10-11 09:39:05.300000+08:00,4291.999999999999,0.3444976076555022,12540.0,16860.0,0.0,11.0,-0.015936522603910208,completed_two_leg
452936,452937,453074.0,454137,-1,P,2022-10-11,2022-10-11,2022-10-12,2022-10-18,2022-10-11 13:17:00+08:00,2022-10-12 10:04:00+08:00,6001.19,5996.52,temporal_completion,137.0,recovery,MO2210-P-6000,2022-10-21,6000.0,121.2,120.6,2022-10-11 13:17:27.800000+08:00,2022-10-12 10:04:01.700000+08:00,-88.00000000000085,-0.004950495049505066,12120.0,12060.0,0.0,10.0,-0.000778178994499279,completed_two_leg
454540,454541,454647.0,455741,1,C,2022-10-20,2022-10-20,2022-10-20,2022-10-27,2022-10-20 10:31:00+08:00,2022-10-20 13:47:00+08:00,6404.45,6474.61,temporal_completion,106.0,recovery,MO2211-C-6400,2022-11-18,6400.0,136.4,180.2,2022-10-20 10:31:13.400000+08:00,2022-10-20 13:47:58.400000+08:00,4351.999999999998,0.3211143695014662,13640.0,18020.0,4.449999999999818,29.0,0.010954882932960652,completed_two_leg
455012,455013,455091.0,456213,1,C,2022-10-24,2022-10-24,2022-10-24,2022-10-31,2022-10-24 10:23:00+08:00,2022-10-24 13:11:00+08:00,6476.73,6453.57,temporal_completion,78.0,failure,MO2211-C-6500,2022-11-18,6500.0,141.0,127.2,2022-10-24 10:23:02.400000+08:00,2022-10-24 13:11:01.900000+08:00,-1407.9999999999998,-0.09787234042553195,14100.0,12720.0,0.0,25.0,-0.0035758785683516203,completed_two_leg
455232,455233,455299.0,456433,-1,P,2022-10-25,2022-10-25,2022-10-25,2022-11-01,2022-10-25 10:03:00+08:00,2022-10-25 11:09:00+08:00,6334.08,6296.43,temporal_completion,66.0,recovery,MO2211-P-6300,2022-11-18,6300.0,180.8,197.4,2022-10-25 10:03:11.200000+08:00,2022-10-25 11:09:02.200000+08:00,1631.9999999999995,0.0918141592920354,18080.0,19740.0,0.0,24.0,-0.005944036071536818,completed_two_leg
455329,455330,455345.0,456530,-1,P,2022-10-25,2022-10-25,2022-10-25,2022-11-01,2022-10-25 13:10:00+08:00,2022-10-25 13:25:00+08:00,6359.47,6378.6,parent_failure,15.0,failure,MO2211-P-6400,2022-11-18,6400.0,212.4,196.4,2022-10-25 13:10:13.200000+08:00,2022-10-25 13:25:01.700000+08:00,-1628.0,-0.07532956685499059,21240.0,19640.0,40.529999999999745,24.0,0.0030081123112459807,completed_two_leg
455681,455682,455700.0,456882,1,C,2022-10-27,2022-10-27,2022-10-27,2022-11-03,2022-10-27 09:32:00+08:00,2022-10-27 09:50:00+08:00,6516.23,6489.22,temporal_completion,18.0,failure,MO2211-C-6500,2022-11-18,6500.0,179.2,163.8,2022-10-27 09:32:01.700000+08:00,2022-10-27 09:50:02.700000+08:00,-1567.9999999999977,-0.08593749999999989,17920.0,16380.000000000002,16.229999999999563,22.0,-0.004145034782381707,completed_two_leg
456169,456170,,457370,1,C,2022-10-31,2022-10-31,,,2022-10-31 09:40:00+08:00,,6246.81,,,,failure,,,,,,,,,,,,,,,entry_invalid
456224,456225,456304.0,457425,1,C,2022-10-31,2022-10-31,2022-10-31,2022-11-07,2022-10-31 10:35:00+08:00,2022-10-31 13:24:00+08:00,6291.07,6304.4,temporal_completion,79.0,recovery,MO2211-C-6300,2022-11-18,6300.0,163.4,168.8,2022-10-31 10:35:03.800000+08:00,2022-10-31 13:24:03.800000+08:00,512.0000000000006,0.03304773561811514,16340.0,16880.0,0.0,18.0,0.0021188764391431025,completed_two_leg
456304,456305,456401.0,457505,-1,P,2022-10-31,2022-10-31,2022-11-01,2022-11-07,2022-10-31 13:25:00+08:00,2022-11-01 09:31:00+08:00,6304.44,6330.01,temporal_completion,96.0,failure,MO2211-P-6300,2022-11-18,6300.0,171.8,143.8,2022-10-31 13:25:01.800000+08:00,2022-11-01 09:31:01.300000+08:00,-2828.0,-0.1629802095459837,17180.0,14380.000000000002,0.0,18.0,0.004055871734840899,completed_two_leg
456854,456855,456896.0,458055,-1,P,2022-11-02,2022-11-02,2022-11-03,2022-11-09,2022-11-02 14:35:00+08:00,2022-11-03 09:46:00+08:00,6507.43,6549.1,parent_failure,41.0,failure,MO2211-P-6500,2022-11-18,6500.0,125.4,113.8,2022-11-02 14:35:00.300000+08:00,2022-11-03 09:46:02.600000+08:00,-1188.000000000001,-0.09250398724082942,12540.0,11380.0,0.0,16.0,0.006403449595308697,completed_two_leg
456992,456993,457020.0,458193,-1,P,2022-11-03,2022-11-03,2022-11-03,2022-11-10,2022-11-03 11:23:00+08:00,2022-11-03 13:20:00+08:00,6528.8,6550.58,parent_failure,27.0,failure,MO2211-P-6500,2022-11-18,6500.0,117.0,108.6,2022-11-03 11:23:08.100000+08:00,2022-11-03 13:20:08.100000+08:00,-868.0000000000006,-0.07179487179487187,11700.0,10860.0,0.0,15.0,0.003335988236735643,completed_two_leg
457840,457841,457958.0,459041,1,C,2022-11-08,2022-11-09,2022-11-09,2022-11-16,2022-11-09 09:31:00+08:00,2022-11-09 11:28:00+08:00,6686.86,6689.68,temporal_completion,117.0,recovery,MO2211-C-6700,2022-11-18,6700.0,107.0,93.6,2022-11-09 09:31:02.600000+08:00,2022-11-09 11:28:05.600000+08:00,-1368.0000000000005,-0.12523364485981314,10700.0,9360.0,0.0,9.0,0.0004217226022378284,completed_two_leg
458472,458473,458517.0,459673,1,C,2022-11-11,2022-11-11,2022-11-11,2022-11-18,2022-11-11 13:33:00+08:00,2022-11-11 14:17:00+08:00,6715.56,6681.02,temporal_completion,44.0,failure,MO2212-C-6700,2022-12-16,6700.0,204.8,175.8,2022-11-11 13:33:07.100000+08:00,2022-11-11 14:17:50.600000+08:00,-2928.0,-0.1416015625,20480.0,17580.0,15.5600000000004,35.0,-0.00514327919041746,completed_two_leg
458806,458807,459131.0,460007,1,C,2022-11-15,2022-11-15,2022-11-16,2022-11-22,2022-11-15 09:37:00+08:00,2022-11-16 11:01:00+08:00,6610.34,6727.64,temporal_completion,324.0,recovery,MO2212-C-6600,2022-12-16,6600.0,184.2,241.4,2022-11-15 09:37:03.500000+08:00,2022-11-16 11:02:45.800000+08:00,5692.000000000002,0.3105320304017374,18420.0,24140.0,10.340000000000146,31.0,0.017744926887270474,completed_two_leg
459131,459132,459475.0,460332,-1,P,2022-11-16,2022-11-16,2022-11-17,2022-11-23,2022-11-16 11:02:00+08:00,2022-11-17 14:15:00+08:00,6731.8,6678.61,temporal_completion,343.0,recovery,MO2212-P-6700,2022-12-16,6700.0,166.6,184.0,2022-11-16 11:04:01.800000+08:00,2022-11-17 14:15:03.700000+08:00,1712.0000000000005,0.10444177671068422,16660.0,18400.0,0.0,30.0,-0.007901304257405206,completed_two_leg
460514,460515,460537.0,461715,-1,P,2022-11-24,2022-11-24,2022-11-24,2022-12-01,2022-11-24 10:05:00+08:00,2022-11-24 10:27:00+08:00,6559.16,6599.5,temporal_completion,22.0,recovery,MO2212-P-6600,2022-12-16,6600.0,182.4,156.2,2022-11-24 10:05:05.300000+08:00,2022-11-24 10:27:01.300000+08:00,-2648.000000000002,-0.14364035087719307,18240.0,15619.999999999998,40.840000000000146,22.0,0.006150177766665266,completed_two_leg
461651,461652,461681.0,462852,-1,P,2022-11-30,2022-11-30,2022-12-01,2022-12-07,2022-11-30 14:32:00+08:00,2022-12-01 09:31:00+08:00,6568.38,6658.84,parent_failure,29.0,failure,MO2212-P-6600,2022-12-16,6600.0,139.6,88.2,2022-11-30 14:32:00+08:00,2022-12-01 09:31:02.600000+08:00,-5167.999999999999,-0.3681948424068767,13960.0,8820.0,31.61999999999989,16.0,0.01377204120346276,completed_two_leg
463168,463169,463386.0,464369,1,C,2022-12-09,2022-12-09,2022-12-12,2022-12-16,2022-12-09 10:19:00+08:00,2022-12-12 09:56:00+08:00,6676.22,6630.6,temporal_completion,217.0,censored,MO2301-C-6700,2023-01-20,6700.0,150.6,115.0,2022-12-09 10:19:03.700000+08:00,2022-12-12 09:57:29.700000+08:00,-3587.9999999999995,-0.23638778220451528,15060.0,11500.0,0.0,42.0,-0.006833208012917424,completed_two_leg
466025,466026,466131.0,467226,-1,P,2022-12-27,2022-12-27,2022-12-27,2023-01-04,2022-12-27 09:56:00+08:00,2022-12-27 13:11:00+08:00,6260.87,6299.39,temporal_completion,105.0,censored,MO2301-P-6300,2023-01-20,6300.0,129.4,105.4,2022-12-27 09:56:12.500000+08:00,2022-12-27 13:11:02.500000+08:00,-2428.0,-0.18547140649149918,12940.0,10540.0,39.13000000000011,24.0,0.006152499572743109,completed_two_leg
467342,467343,467450.0,468543,-1,P,2023-01-04,2023-01-04,2023-01-05,2023-01-11,2023-01-04 13:23:00+08:00,2023-01-05 09:40:00+08:00,6397.42,6429.73,temporal_completion,107.0,censored,MO2301-P-6400,2023-01-20,6400.0,89.6,78.8,2023-01-04 13:23:02.100000+08:00,2023-01-05 09:40:02.700000+08:00,-1107.9999999999998,-0.1205357142857143,8960.0,7880.0,2.5799999999999272,16.0,0.0050504734721184,completed_two_leg
