layer,index_symbol,carrier,horizon,historical_pairs,historical_trading_days,DGP_ASSUMED,repetitions,seed,lambda,lambda_unclipped,lambda_clipped,oracle_mean_SE_under_DGP_bp,matched_independent_block_SE_bp,historical_target_SE_bp,occupied_blocks,pointwise_nominal_alpha,pointwise_rejections,pointwise_rejection_rate,pointwise_MC95_lo,pointwise_MC95_hi,marginal_family14_nominal_alpha,marginal_family14_rejections,marginal_family14_rejection_rate,marginal_family14_MC95_lo,marginal_family14_MC95_hi,unquantified_replicates,unquantified_fraction,severe_size_warning,real_market_calibration_proved,joint_family_error_simulated
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,SHARED_BLOCK_GAUSSIAN,2000,21350978,0.04281835455862762,0.04281835455862762,False,5.336650363976562,5.336650363976562,5.336650363976562,61,0.05,112,0.056,0.04674833393876454,0.06695400404698805,0.0035714285714285718,7,0.0035,0.0016964316970424177,0.007207196253241745,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,SHARED_BLOCK_T5,2000,22350981,0.04281835455862762,0.04281835455862762,False,5.336650363976562,5.336650363976562,5.336650363976562,61,0.05,129,0.0645,0.05454732717628902,0.07612242100568228,0.0035714285714285718,14,0.007,0.0041743460559210965,0.011715862563394297,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,60,1296,1212,OFF_GRAPH_AR1_0.6,2000,23350984,0.04281835455862762,0.04281835455862762,False,8.867532202595557,5.336650363976562,5.336650363976562,61,0.05,433,0.2165,0.19900242443667987,0.23508454137179047,0.0035714285714285718,151,0.0755,0.06471759454279065,0.08790997859899309,0,0.0,True,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,60,1261,1212,IID_GAUSSIAN,2000,20360982,0.0,0.0346987882817971,False,3.307574101168207,3.3075741011682065,5.076702681213096,61,0.05,72,0.036,0.02868460672278366,0.04509441315421905,0.0035714285714285718,2,0.001,0.0002742789176520342,0.003638934269038394,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,60,1261,1212,SHARED_BLOCK_GAUSSIAN,2000,21360985,0.0346987882817971,0.0346987882817971,False,5.076702681213096,5.076702681213097,5.076702681213096,61,0.05,129,0.0645,0.05454732717628902,0.07612242100568228,0.0035714285714285718,14,0.007,0.0041743460559210965,0.011715862563394297,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,60,1261,1212,SHARED_BLOCK_T5,2000,22360988,0.0346987882817971,0.0346987882817971,False,5.076702681213096,5.076702681213097,5.076702681213096,61,0.05,124,0.062,0.05224755446133823,0.07343177895703933,0.0035714285714285718,16,0.008,0.0049302968532159265,0.012956077671536958,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,60,1261,1212,OFF_GRAPH_AR1_0.6,2000,23360991,0.0346987882817971,0.0346987882817971,False,8.208198707433331,5.076702681213097,5.076702681213096,61,0.05,425,0.2125,0.1951316184962224,0.23097068369049795,0.0035714285714285718,122,0.061,0.05132898110812262,0.07235418640481744,0,0.0,True,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,120,1296,1212,IID_GAUSSIAN,2000,20370989,0.0,0.034327334978260515,False,4.213644323864337,4.213644323864337,6.478584929865678,61,0.05,66,0.033,0.026022752700289677,0.041767769460400554,0.0035714285714285718,4,0.002,0.0007780273070510575,0.005131351785076866,1,0.0005,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,120,1296,1212,SHARED_BLOCK_GAUSSIAN,2000,21370992,0.034327334978260515,0.034327334978260515,False,6.478584929865678,6.478584929865678,6.478584929865678,61,0.05,118,0.059,0.04949422085016707,0.070196614851898,0.0035714285714285718,14,0.007,0.0041743460559210965,0.011715862563394297,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,120,1296,1212,SHARED_BLOCK_T5,2000,22370995,0.034327334978260515,0.034327334978260515,False,6.478584929865678,6.478584929865678,6.478584929865678,61,0.05,131,0.0655,0.05546852874487852,0.07719738534253028,0.0035714285714285718,11,0.0055,0.003073897009543817,0.009822062751615332,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,120,1296,1212,OFF_GRAPH_AR1_0.6,2000,23370998,0.034327334978260515,0.034327334978260515,False,10.485629801960528,6.478584929865678,6.478584929865678,61,0.05,422,0.211,0.19368072087378985,0.22942733245477426,0.0035714285714285718,125,0.0625,0.05270713160648804,0.07397028476460826,0,0.0,True,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,120,1265,1212,IID_GAUSSIAN,2000,20380996,0.0,0.032297496412303506,False,4.330558641138559,4.330558641138559,6.533171259986394,61,0.05,80,0.04,0.032256746939981165,0.04950693655877153,0.0035714285714285718,2,0.001,0.0002742789176520342,0.003638934269038394,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,120,1265,1212,SHARED_BLOCK_GAUSSIAN,2000,21380999,0.032297496412303506,0.032297496412303506,False,6.533171259986394,6.533171259986394,6.533171259986394,61,0.05,104,0.052,0.043099720209557914,0.06261795415444468,0.0035714285714285718,13,0.0065,0.0038025964940741515,0.011089529172522494,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,120,1265,1212,SHARED_BLOCK_T5,2000,22381002,0.032297496412303506,0.032297496412303506,False,6.533171259986394,6.533171259986394,6.533171259986394,61,0.05,116,0.058,0.04857807145401382,0.06911659834261377,0.0035714285714285718,12,0.006,0.003435594376936234,0.010458448336941664,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,120,1265,1212,OFF_GRAPH_AR1_0.6,2000,23381005,0.032297496412303506,0.032297496412303506,False,10.478939665216576,6.533171259986394,6.533171259986394,61,0.05,423,0.2115,0.19416431340180168,0.22994182287948117,0.0035714285714285718,109,0.0545,0.045378356153563185,0.06532973297403316,0,0.0,True,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,1296,1212,IID_GAUSSIAN,2000,20391003,0.0,0.009580607805103954,False,6.450170427101353,6.450170427101353,7.607977417704581,61,0.05,65,0.0325,0.025580698826170273,0.04121174038180121,0.0035714285714285718,3,0.0015,0.0005102635836384819,0.004401032555770693,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,1296,1212,SHARED_BLOCK_GAUSSIAN,2000,21391006,0.009580607805103954,0.009580607805103954,False,7.607977417704581,7.607977417704581,7.607977417704581,61,0.05,105,0.0525,0.04355496702511128,0.06316079029161008,0.0035714285714285718,6,0.003,0.0013756299236301083,0.006529915073935308,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,1296,1212,SHARED_BLOCK_T5,2000,22391009,0.009580607805103954,0.009580607805103954,False,7.607977417704581,7.607977417704581,7.607977417704581,61,0.05,120,0.06,0.050411197114316506,0.07127580449318606,0.0035714285714285718,11,0.0055,0.003073897009543817,0.009822062751615332,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000852.SH,512100.SH,240,1296,1212,OFF_GRAPH_AR1_0.6,2000,23391012,0.009580607805103954,0.009580607805103954,False,10.178298461363152,7.607977417704581,7.607977417704581,61,0.05,257,0.1285,0.11454272443866984,0.14388164169130105,0.0035714285714285718,57,0.0285,0.022062516054529094,0.03674525953169242,0,0.0,True,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,1261,1212,IID_GAUSSIAN,2000,20401010,0.0,0.007326427623952237,False,6.61466412304527,6.614664123045269,7.528597673665909,61,0.05,93,0.0465,0.03810906851120825,0.056629693372888146,0.0035714285714285718,2,0.001,0.0002742789176520342,0.003638934269038394,1,0.0005,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,1261,1212,SHARED_BLOCK_GAUSSIAN,2000,21401013,0.007326427623952237,0.007326427623952237,False,7.528597673665909,7.52859767366591,7.528597673665909,61,0.05,113,0.0565,0.04720544161779262,0.06749497932067872,0.0035714285714285718,5,0.0025,0.0010683087284139143,0.005839153316432755,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,1261,1212,SHARED_BLOCK_T5,2000,22401016,0.007326427623952237,0.007326427623952237,False,7.528597673665909,7.52859767366591,7.528597673665909,61,0.05,101,0.0505,0.04173547326167801,0.06098795224416838,0.0035714285714285718,7,0.0035,0.0016964316970424177,0.007207196253241745,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000852.SH,512100.SH,240,1261,1212,OFF_GRAPH_AR1_0.6,2000,23401019,0.007326427623952237,0.007326427623952237,False,9.644221675696237,7.52859767366591,7.528597673665909,61,0.05,235,0.1175,0.10411507285054655,0.13235146831961192,0.0035714285714285718,39,0.0195,0.014297256348690845,0.026545026088593226,0,0.0,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,1802,1212,IID_GAUSSIAN,2000,20411017,0.0,0.016497805566947337,False,0.4253072445783914,0.4253072445783914,0.5941567234088175,61,0.05,85,0.0425,0.03450117971009799,0.05225291855224844,0.0035714285714285718,2,0.001,0.0002742789176520342,0.003638934269038394,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21411020,0.016497805566947337,0.016497805566947337,False,0.5941567234088174,0.5941567234088174,0.5941567234088175,61,0.05,103,0.0515,0.042644720050338814,0.062074871360945055,0.0035714285714285718,9,0.0045,0.0023692806369618345,0.008530513218759823,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,1802,1212,SHARED_BLOCK_T5,2000,22411023,0.016497805566947337,0.016497805566947337,False,0.5941567234088174,0.5941567234088174,0.5941567234088175,61,0.05,145,0.0725,0.06193616869555324,0.08470290672991801,0.0035714285714285718,9,0.0045,0.0023692806369618345,0.008530513218759823,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,1,1802,1212,OFF_GRAPH_AR1_0.6,2000,23411026,0.016497805566947337,0.016497805566947337,False,0.897321484836011,0.5941567234088174,0.5941567234088175,61,0.05,359,0.1795,0.16330014148804087,0.1969286858192422,0.0035714285714285718,89,0.0445,0.03630266512840682,0.054443764944814586,0,0.0,True,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,1802,1212,IID_GAUSSIAN,2000,20421024,0.0,0.007765438363803969,False,0.47766892562921587,0.4776689256292159,0.5747779592522574,61,0.05,82,0.041,0.03315349074927443,0.05060635865491575,0.0035714285714285718,4,0.002,0.0007780273070510575,0.005131351785076866,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21421027,0.007765438363803969,0.007765438363803969,False,0.5747779592522574,0.5747779592522574,0.5747779592522574,61,0.05,106,0.053,0.04401045720579706,0.06370338306364304,0.0035714285714285718,11,0.0055,0.003073897009543817,0.009822062751615332,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,1802,1212,SHARED_BLOCK_T5,2000,22421030,0.007765438363803969,0.007765438363803969,False,0.5747779592522574,0.5747779592522574,0.5747779592522574,61,0.05,110,0.055,0.04583478836864504,0.06587138371167006,0.0035714285714285718,8,0.004,0.0020282466069651696,0.007873464296037741,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,1,1802,1212,OFF_GRAPH_AR1_0.6,2000,23421033,0.007765438363803969,0.007765438363803969,False,0.773842578160933,0.5747779592522574,0.5747779592522574,61,0.05,279,0.1395,0.12500559293773536,0.155376598152048,0.0035714285714285718,53,0.0265,0.020316920414969065,0.03449852336037745,0,0.0,True,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,1802,1212,IID_GAUSSIAN,2000,20431031,0.0,0.002480979063847594,False,0.9053090763287284,0.9053090763287285,0.9679221917297296,61,0.05,92,0.046,0.03765702335931109,0.05608365557206656,0.0035714285714285718,4,0.002,0.0007780273070510575,0.005131351785076866,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21431034,0.002480979063847594,0.002480979063847594,False,0.9679221917297296,0.9679221917297296,0.9679221917297296,61,0.05,98,0.049,0.04037353995030726,0.05935563669738288,0.0035714285714285718,4,0.002,0.0007780273070510575,0.005131351785076866,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,1802,1212,SHARED_BLOCK_T5,2000,22431037,0.002480979063847594,0.002480979063847594,False,0.9679221917297296,0.9679221917297296,0.9679221917297296,61,0.05,86,0.043,0.03495107254461269,0.05280110867045247,0.0035714285714285718,9,0.0045,0.0023692806369618345,0.008530513218759823,0,0.0,False,False,False
INDEX_ALL_FROZEN_PAIRS,000688.SH,588000.SH,5,1802,1212,OFF_GRAPH_AR1_0.6,2000,23431040,0.002480979063847594,0.002480979063847594,False,1.1157802624045061,0.9679221917297296,0.9679221917297296,61,0.05,136,0.068,0.05777462902670909,0.07988169982429345,0.0035714285714285718,12,0.006,0.003435594376936234,0.010458448336941664,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,1802,1212,IID_GAUSSIAN,2000,20441038,0.0,0.0019115996641446572,False,0.9174122564824303,0.9174122564824303,0.9666690618338013,61,0.05,77,0.0385,0.03091432761660475,0.047855107023991705,0.0035714285714285718,3,0.0015,0.0005102635836384819,0.004401032555770693,2,0.001,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,1802,1212,SHARED_BLOCK_GAUSSIAN,2000,21441041,0.0019115996641446572,0.0019115996641446572,False,0.9666690618338012,0.9666690618338012,0.9666690618338013,61,0.05,92,0.046,0.03765702335931109,0.05608365557206656,0.0035714285714285718,4,0.002,0.0007780273070510575,0.005131351785076866,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,1802,1212,SHARED_BLOCK_T5,2000,22441044,0.0019115996641446572,0.0019115996641446572,False,0.9666690618338012,0.9666690618338012,0.9666690618338013,61,0.05,64,0.032,0.025139125203291417,0.04065523105196132,0.0035714285714285718,3,0.0015,0.0005102635836384819,0.004401032555770693,0,0.0,False,False,False
ETF_OBSERVED_ENDPOINTS,000688.SH,588000.SH,5,1802,1212,OFF_GRAPH_AR1_0.6,2000,23441047,0.0019115996641446572,0.0019115996641446572,False,1.085460498561814,0.9666690618338012,0.9666690618338013,61,0.05,160,0.08,0.06889957451773436,0.09271074519851809,0.0035714285714285718,17,0.0085,0.005313767739685552,0.013570689737786079,0,0.0,False,False,False
