source,symbol,trading_day,from_state,to_state,change_start_time,event_time,bar_ordinal_day,judge_center_eligible_ordinal,judge_available_eligible_ordinal,judge_available_event_time,matched,match_id,event_role,eligible_ordinal
independent_judge_center_v3,000688.SH,2025-03-20,Range,DownTrend,2025-03-20 13:40:00+08:00,2025-03-20 13:45:00+08:00,32,20.0,28.0,2025-03-20 14:25:00+08:00,True,9,judge,
independent_judge_center_v3,000688.SH,2025-03-24,Range,DownTrend,2025-03-24 13:20:00+08:00,2025-03-24 13:25:00+08:00,28,16.0,24.0,2025-03-24 14:05:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-04-08,Shock,Range,2025-04-08 11:25:00+08:00,2025-04-08 11:30:00+08:00,23,11.0,19.0,2025-04-08 13:40:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-04-08,Range,Shock,2025-04-08 13:05:00+08:00,2025-04-08 13:10:00+08:00,25,13.0,21.0,2025-04-08 13:50:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-04-09,Shock,Range,2025-04-09 11:30:00+08:00,2025-04-09 13:05:00+08:00,24,12.0,20.0,2025-04-09 13:45:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-04-10,DownTrend,Range,2025-04-10 11:30:00+08:00,2025-04-10 13:05:00+08:00,24,12.0,20.0,2025-04-10 13:45:00+08:00,True,10,judge,
independent_judge_center_v3,000688.SH,2025-04-10,Range,UpTrend,2025-04-10 13:35:00+08:00,2025-04-10 13:40:00+08:00,31,19.0,27.0,2025-04-10 14:20:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-04-11,Range,UpTrend,2025-04-11 11:20:00+08:00,2025-04-11 11:25:00+08:00,22,10.0,18.0,2025-04-11 13:35:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-04-11,UpTrend,Range,2025-04-11 13:35:00+08:00,2025-04-11 13:40:00+08:00,31,19.0,27.0,2025-04-11 14:20:00+08:00,True,11,judge,
independent_judge_center_v3,000688.SH,2025-04-23,UpTrend,Range,2025-04-23 13:20:00+08:00,2025-04-23 13:25:00+08:00,28,16.0,24.0,2025-04-23 14:05:00+08:00,True,12,judge,
independent_judge_center_v3,000688.SH,2025-05-09,DownTrend,Range,2025-05-09 11:10:00+08:00,2025-05-09 11:15:00+08:00,20,8.0,16.0,2025-05-09 13:25:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-05-21,Range,DownTrend,2025-05-21 13:25:00+08:00,2025-05-21 13:30:00+08:00,29,17.0,25.0,2025-05-21 14:10:00+08:00,True,13,judge,
independent_judge_center_v3,000688.SH,2025-05-22,DownTrend,Range,2025-05-22 13:05:00+08:00,2025-05-22 13:10:00+08:00,25,13.0,21.0,2025-05-22 13:50:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-05-23,Range,DownTrend,2025-05-23 13:10:00+08:00,2025-05-23 13:15:00+08:00,26,14.0,22.0,2025-05-23 13:55:00+08:00,True,14,judge,
independent_judge_center_v3,000688.SH,2025-06-06,UpTrend,DownTrend,2025-06-06 11:25:00+08:00,2025-06-06 11:30:00+08:00,23,11.0,19.0,2025-06-06 13:40:00+08:00,True,15,judge,
independent_judge_center_v3,000688.SH,2025-06-16,DownTrend,Range,2025-06-16 13:25:00+08:00,2025-06-16 13:30:00+08:00,29,17.0,25.0,2025-06-16 14:10:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-06-17,DownTrend,Range,2025-06-17 13:15:00+08:00,2025-06-17 13:20:00+08:00,27,15.0,23.0,2025-06-17 14:00:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-06-18,UpTrend,Shock,2025-06-18 13:10:00+08:00,2025-06-18 13:15:00+08:00,26,14.0,22.0,2025-06-18 13:55:00+08:00,True,16,judge,
independent_judge_center_v3,000688.SH,2025-06-18,Shock,UpTrend,2025-06-18 13:20:00+08:00,2025-06-18 13:25:00+08:00,28,16.0,24.0,2025-06-18 14:05:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-06-23,Shock,Range,2025-06-23 13:05:00+08:00,2025-06-23 13:10:00+08:00,25,13.0,21.0,2025-06-23 13:50:00+08:00,True,17,judge,
independent_judge_center_v3,000688.SH,2025-06-26,Range,DownTrend,2025-06-26 13:15:00+08:00,2025-06-26 13:20:00+08:00,27,15.0,23.0,2025-06-26 14:00:00+08:00,True,18,judge,
independent_judge_center_v3,000688.SH,2025-06-27,Shock,Range,2025-06-27 10:50:00+08:00,2025-06-27 10:55:00+08:00,16,4.0,12.0,2025-06-27 13:05:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-07-02,Range,DownTrend,2025-07-02 13:25:00+08:00,2025-07-02 13:30:00+08:00,29,17.0,25.0,2025-07-02 14:10:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-07-11,Shock,Range,2025-07-11 13:45:00+08:00,2025-07-11 13:50:00+08:00,33,21.0,29.0,2025-07-11 14:30:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-07-15,Shock,DownTrend,2025-07-15 11:05:00+08:00,2025-07-15 11:10:00+08:00,19,7.0,15.0,2025-07-15 13:20:00+08:00,True,19,judge,
independent_judge_center_v3,000688.SH,2025-07-22,UpTrend,Range,2025-07-22 13:15:00+08:00,2025-07-22 13:20:00+08:00,27,15.0,23.0,2025-07-22 14:00:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-07-23,Range,Shock,2025-07-23 11:20:00+08:00,2025-07-23 11:25:00+08:00,22,10.0,18.0,2025-07-23 13:35:00+08:00,True,20,judge,
independent_judge_center_v3,000688.SH,2025-07-24,UpTrend,Range,2025-07-24 13:10:00+08:00,2025-07-24 13:15:00+08:00,26,14.0,22.0,2025-07-24 13:55:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-07-25,Range,UpTrend,2025-07-25 13:10:00+08:00,2025-07-25 13:15:00+08:00,26,14.0,22.0,2025-07-25 13:55:00+08:00,True,21,judge,
independent_judge_center_v3,000688.SH,2025-07-30,DownTrend,Shock,2025-07-30 13:40:00+08:00,2025-07-30 13:45:00+08:00,32,20.0,28.0,2025-07-30 14:25:00+08:00,True,22,judge,
independent_judge_center_v3,000688.SH,2025-08-01,DownTrend,Range,2025-08-01 13:35:00+08:00,2025-08-01 13:40:00+08:00,31,19.0,27.0,2025-08-01 14:20:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-08-05,Range,UpTrend,2025-08-05 13:05:00+08:00,2025-08-05 13:10:00+08:00,25,13.0,21.0,2025-08-05 13:50:00+08:00,True,23,judge,
independent_judge_center_v3,000688.SH,2025-08-06,UpTrend,Range,2025-08-06 13:25:00+08:00,2025-08-06 13:30:00+08:00,29,17.0,25.0,2025-08-06 14:10:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-08-18,Range,DownTrend,2025-08-18 13:20:00+08:00,2025-08-18 13:25:00+08:00,28,16.0,24.0,2025-08-18 14:05:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-08-19,Shock,DownTrend,2025-08-19 11:15:00+08:00,2025-08-19 11:20:00+08:00,21,9.0,17.0,2025-08-19 13:30:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-08-20,Range,Shock,2025-08-20 13:05:00+08:00,2025-08-20 13:10:00+08:00,25,13.0,21.0,2025-08-20 13:50:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-08-21,Range,DownTrend,2025-08-21 13:35:00+08:00,2025-08-21 13:40:00+08:00,31,19.0,27.0,2025-08-21 14:20:00+08:00,True,24,judge,
independent_judge_center_v3,000688.SH,2025-08-29,Range,DownTrend,2025-08-29 11:15:00+08:00,2025-08-29 11:20:00+08:00,21,9.0,17.0,2025-08-29 13:30:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-08-29,DownTrend,Range,2025-08-29 13:25:00+08:00,2025-08-29 13:30:00+08:00,29,17.0,25.0,2025-08-29 14:10:00+08:00,True,25,judge,
independent_judge_center_v3,000688.SH,2025-09-02,DownTrend,Range,2025-09-02 13:20:00+08:00,2025-09-02 13:25:00+08:00,28,16.0,24.0,2025-09-02 14:05:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-09-10,Range,UpTrend,2025-09-10 13:05:00+08:00,2025-09-10 13:10:00+08:00,25,13.0,21.0,2025-09-10 13:50:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-09-11,UpTrend,Range,2025-09-11 13:25:00+08:00,2025-09-11 13:30:00+08:00,29,17.0,25.0,2025-09-11 14:10:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-09-18,Range,DownTrend,2025-09-18 13:25:00+08:00,2025-09-18 13:30:00+08:00,29,17.0,25.0,2025-09-18 14:10:00+08:00,True,26,judge,
independent_judge_center_v3,000688.SH,2025-09-22,Range,UpTrend,2025-09-22 11:20:00+08:00,2025-09-22 11:25:00+08:00,22,10.0,18.0,2025-09-22 13:35:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-10-09,Shock,DownTrend,2025-10-09 13:30:00+08:00,2025-10-09 13:35:00+08:00,30,18.0,26.0,2025-10-09 14:15:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-10-13,Range,DownTrend,2025-10-13 10:55:00+08:00,2025-10-13 11:00:00+08:00,17,5.0,13.0,2025-10-13 13:10:00+08:00,True,27,judge,
independent_judge_center_v3,000688.SH,2025-10-15,Range,UpTrend,2025-10-15 11:25:00+08:00,2025-10-15 11:30:00+08:00,23,11.0,19.0,2025-10-15 13:40:00+08:00,True,28,judge,
independent_judge_center_v3,000688.SH,2025-10-28,Range,DownTrend,2025-10-28 11:30:00+08:00,2025-10-28 13:05:00+08:00,24,12.0,20.0,2025-10-28 13:45:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-11-03,Range,UpTrend,2025-11-03 11:05:00+08:00,2025-11-03 11:10:00+08:00,19,7.0,15.0,2025-11-03 13:20:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-11-06,Shock,UpTrend,2025-11-06 13:45:00+08:00,2025-11-06 13:50:00+08:00,33,21.0,29.0,2025-11-06 14:30:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-11-19,DownTrend,Range,2025-11-19 13:25:00+08:00,2025-11-19 13:30:00+08:00,29,17.0,25.0,2025-11-19 14:10:00+08:00,True,29,judge,
independent_judge_center_v3,000688.SH,2025-11-20,Range,DownTrend,2025-11-20 13:40:00+08:00,2025-11-20 13:45:00+08:00,32,20.0,28.0,2025-11-20 14:25:00+08:00,True,30,judge,
independent_judge_center_v3,000688.SH,2025-11-21,Shock,Range,2025-11-21 13:40:00+08:00,2025-11-21 13:45:00+08:00,32,20.0,28.0,2025-11-21 14:25:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-11-24,Range,UpTrend,2025-11-24 13:10:00+08:00,2025-11-24 13:15:00+08:00,26,14.0,22.0,2025-11-24 13:55:00+08:00,True,31,judge,
independent_judge_center_v3,000688.SH,2025-12-01,UpTrend,Range,2025-12-01 13:20:00+08:00,2025-12-01 13:25:00+08:00,28,16.0,24.0,2025-12-01 14:05:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-12-02,DownTrend,Range,2025-12-02 13:35:00+08:00,2025-12-02 13:40:00+08:00,31,19.0,27.0,2025-12-02 14:20:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-12-04,UpTrend,Range,2025-12-04 11:30:00+08:00,2025-12-04 13:05:00+08:00,24,12.0,20.0,2025-12-04 13:45:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-12-15,Range,DownTrend,2025-12-15 13:05:00+08:00,2025-12-15 13:10:00+08:00,25,13.0,21.0,2025-12-15 13:50:00+08:00,True,32,judge,
independent_judge_center_v3,000688.SH,2025-12-16,DownTrend,Range,2025-12-16 13:15:00+08:00,2025-12-16 13:20:00+08:00,27,15.0,23.0,2025-12-16 14:00:00+08:00,False,,judge,
independent_judge_center_v3,000688.SH,2025-12-17,Range,UpTrend,2025-12-17 13:30:00+08:00,2025-12-17 13:35:00+08:00,30,18.0,26.0,2025-12-17 14:15:00+08:00,True,33,judge,
independent_judge_center_v3,000688.SH,2025-12-19,Range,DownTrend,2025-12-19 13:05:00+08:00,2025-12-19 13:10:00+08:00,25,13.0,21.0,2025-12-19 13:50:00+08:00,True,34,judge,
independent_judge_center_v3,000688.SH,2025-12-30,DownTrend,Range,2025-12-30 11:05:00+08:00,2025-12-30 11:10:00+08:00,19,7.0,15.0,2025-12-30 13:20:00+08:00,False,,judge,
v6_v6_t0r0e1x0,000688.SH,2025-01-02,DownTrend,Shock,2025-01-02 14:30:00+08:00,2025-01-02 14:30:00+08:00,41,,,,False,,online,29.0
v6_v6_t0r0e1x0,000688.SH,2025-01-03,Shock,DownTrend,2025-01-03 13:20:00+08:00,2025-01-03 13:20:00+08:00,27,,,,True,1,online,15.0
v6_v6_t0r0e1x0,000688.SH,2025-01-03,DownTrend,Shock,2025-01-03 14:30:00+08:00,2025-01-03 14:30:00+08:00,41,,,,False,,online,29.0
v6_v6_t0r0e1x0,000688.SH,2025-01-06,Shock,Range,2025-01-06 13:25:00+08:00,2025-01-06 13:25:00+08:00,28,,,,False,,online,16.0
v6_v6_t0r0e1x0,000688.SH,2025-01-07,Range,UpTrend,2025-01-07 14:25:00+08:00,2025-01-07 14:25:00+08:00,40,,,,False,,online,28.0
v6_v6_t0r0e1x0,000688.SH,2025-01-08,DownTrend,Shock,2025-01-08 13:45:00+08:00,2025-01-08 13:45:00+08:00,32,,,,False,,online,20.0
v6_v6_t0r0e1x0,000688.SH,2025-01-09,Range,UpTrend,2025-01-09 13:05:00+08:00,2025-01-09 13:05:00+08:00,24,,,,False,,online,12.0
v6_v6_t0r0e1x0,000688.SH,2025-01-09,UpTrend,Range,2025-01-09 13:55:00+08:00,2025-01-09 13:55:00+08:00,34,,,,False,,online,22.0
v6_v6_t0r0e1x0,000688.SH,2025-01-10,Shock,DownTrend,2025-01-10 13:30:00+08:00,2025-01-10 13:30:00+08:00,29,,,,False,,online,17.0
v6_v6_t0r0e1x0,000688.SH,2025-01-13,Shock,DownTrend,2025-01-13 13:30:00+08:00,2025-01-13 13:30:00+08:00,29,,,,False,,online,17.0
v6_v6_t0r0e1x0,000688.SH,2025-01-13,DownTrend,Range,2025-01-13 14:00:00+08:00,2025-01-13 14:00:00+08:00,35,,,,False,,online,23.0
v6_v6_t0r0e1x0,000688.SH,2025-01-15,UpTrend,DownTrend,2025-01-15 13:15:00+08:00,2025-01-15 13:15:00+08:00,26,,,,False,,online,14.0
v6_v6_t0r0e1x0,000688.SH,2025-01-16,Shock,DownTrend,2025-01-16 13:10:00+08:00,2025-01-16 13:10:00+08:00,25,,,,True,2,online,13.0
v6_v6_t0r0e1x0,000688.SH,2025-01-16,DownTrend,Shock,2025-01-16 13:50:00+08:00,2025-01-16 13:50:00+08:00,33,,,,False,,online,21.0
v6_v6_t0r0e1x0,000688.SH,2025-01-17,Shock,Range,2025-01-17 14:20:00+08:00,2025-01-17 14:20:00+08:00,39,,,,False,,online,27.0
v6_v6_t0r0e1x0,000688.SH,2025-01-21,Range,UpTrend,2025-01-21 13:05:00+08:00,2025-01-21 13:05:00+08:00,24,,,,False,,online,12.0
v6_v6_t0r0e1x0,000688.SH,2025-01-21,UpTrend,Range,2025-01-21 13:50:00+08:00,2025-01-21 13:50:00+08:00,33,,,,False,,online,21.0
v6_v6_t0r0e1x0,000688.SH,2025-01-21,Range,UpTrend,2025-01-21 14:30:00+08:00,2025-01-21 14:30:00+08:00,41,,,,False,,online,29.0
v6_v6_t0r0e1x0,000688.SH,2025-01-23,DownTrend,Range,2025-01-23 13:10:00+08:00,2025-01-23 13:10:00+08:00,25,,,,False,,online,13.0
v6_v6_t0r0e1x0,000688.SH,2025-01-23,Range,DownTrend,2025-01-23 13:25:00+08:00,2025-01-23 13:25:00+08:00,28,,,,False,,online,16.0
v6_v6_t0r0e1x0,000688.SH,2025-01-24,Range,DownTrend,2025-01-24 14:00:00+08:00,2025-01-24 14:00:00+08:00,35,,,,True,3,online,23.0
v6_v6_t0r0e1x0,000688.SH,2025-02-05,Shock,Range,2025-02-05 11:25:00+08:00,2025-02-05 11:25:00+08:00,22,,,,False,,online,10.0
v6_v6_t0r0e1x0,000688.SH,2025-02-05,Range,DownTrend,2025-02-05 14:10:00+08:00,2025-02-05 14:10:00+08:00,37,,,,False,,online,25.0
v6_v6_t0r0e1x0,000688.SH,2025-02-05,DownTrend,Range,2025-02-05 14:30:00+08:00,2025-02-05 14:30:00+08:00,41,,,,False,,online,29.0
v6_v6_t0r0e1x0,000688.SH,2025-02-06,UpTrend,Shock,2025-02-06 11:30:00+08:00,2025-02-06 11:30:00+08:00,23,,,,False,,online,11.0
v6_v6_t0r0e1x0,000688.SH,2025-02-06,Shock,Range,2025-02-06 13:45:00+08:00,2025-02-06 13:45:00+08:00,32,,,,True,4,online,20.0
v6_v6_t0r0e1x0,000688.SH,2025-02-07,Shock,Range,2025-02-07 13:25:00+08:00,2025-02-07 13:25:00+08:00,28,,,,False,,online,16.0
v6_v6_t0r0e1x0,000688.SH,2025-02-07,Range,DownTrend,2025-02-07 14:15:00+08:00,2025-02-07 14:15:00+08:00,38,,,,False,,online,26.0
v6_v6_t0r0e1x0,000688.SH,2025-02-10,Range,UpTrend,2025-02-10 13:30:00+08:00,2025-02-10 13:30:00+08:00,29,,,,True,5,online,17.0
v6_v6_t0r0e1x0,000688.SH,2025-02-10,UpTrend,Range,2025-02-10 14:20:00+08:00,2025-02-10 14:20:00+08:00,39,,,,False,,online,27.0
v6_v6_t0r0e1x0,000688.SH,2025-02-11,Range,Shock,2025-02-11 13:40:00+08:00,2025-02-11 13:40:00+08:00,31,,,,False,,online,19.0
v6_v6_t0r0e1x0,000688.SH,2025-02-12,DownTrend,Range,2025-02-12 13:45:00+08:00,2025-02-12 13:45:00+08:00,32,,,,True,6,online,20.0
v6_v6_t0r0e1x0,000688.SH,2025-02-12,Range,UpTrend,2025-02-12 14:25:00+08:00,2025-02-12 14:25:00+08:00,40,,,,False,,online,28.0
v6_v6_t0r0e1x0,000688.SH,2025-02-13,Shock,Range,2025-02-13 11:30:00+08:00,2025-02-13 11:30:00+08:00,23,,,,False,,online,11.0
v6_v6_t0r0e1x0,000688.SH,2025-02-13,Range,UpTrend,2025-02-13 13:45:00+08:00,2025-02-13 13:45:00+08:00,32,,,,False,,online,20.0
v6_v6_t0r0e1x0,000688.SH,2025-02-17,Shock,Range,2025-02-17 13:05:00+08:00,2025-02-17 13:05:00+08:00,24,,,,False,,online,12.0
v6_v6_t0r0e1x0,000688.SH,2025-02-17,Range,Shock,2025-02-17 13:40:00+08:00,2025-02-17 13:40:00+08:00,31,,,,False,,online,19.0
v6_v6_t0r0e1x0,000688.SH,2025-02-18,Range,DownTrend,2025-02-18 14:05:00+08:00,2025-02-18 14:05:00+08:00,36,,,,False,,online,24.0
v6_v6_t0r0e1x0,000688.SH,2025-02-19,UpTrend,Range,2025-02-19 11:10:00+08:00,2025-02-19 11:10:00+08:00,19,,,,False,,online,7.0
v6_v6_t0r0e1x0,000688.SH,2025-02-19,Range,UpTrend,2025-02-19 14:15:00+08:00,2025-02-19 14:15:00+08:00,38,,,,False,,online,26.0
v6_v6_t0r0e1x0,000688.SH,2025-02-20,DownTrend,Range,2025-02-20 13:10:00+08:00,2025-02-20 13:10:00+08:00,25,,,,False,,online,13.0
v6_v6_t0r0e1x0,000688.SH,2025-02-20,Range,UpTrend,2025-02-20 13:30:00+08:00,2025-02-20 13:30:00+08:00,29,,,,True,7,online,17.0
v6_v6_t0r0e1x0,000688.SH,2025-02-20,UpTrend,Range,2025-02-20 14:25:00+08:00,2025-02-20 14:25:00+08:00,40,,,,False,,online,28.0
v6_v6_t0r0e1x0,000688.SH,2025-02-24,Shock,Range,2025-02-24 11:20:00+08:00,2025-02-24 11:20:00+08:00,21,,,,False,,online,9.0
v6_v6_t0r0e1x0,000688.SH,2025-02-24,Range,Shock,2025-02-24 11:30:00+08:00,2025-02-24 11:30:00+08:00,23,,,,False,,online,11.0
v6_v6_t0r0e1x0,000688.SH,2025-02-24,Shock,Range,2025-02-24 13:30:00+08:00,2025-02-24 13:30:00+08:00,29,,,,False,,online,17.0
v6_v6_t0r0e1x0,000688.SH,2025-02-24,Range,DownTrend,2025-02-24 13:45:00+08:00,2025-02-24 13:45:00+08:00,32,,,,False,,online,20.0
v6_v6_t0r0e1x0,000688.SH,2025-02-25,Shock,Range,2025-02-25 14:25:00+08:00,2025-02-25 14:25:00+08:00,40,,,,False,,online,28.0
v6_v6_t0r0e1x0,000688.SH,2025-02-26,Shock,UpTrend,2025-02-26 11:25:00+08:00,2025-02-26 11:25:00+08:00,22,,,,False,,online,10.0
v6_v6_t0r0e1x0,000688.SH,2025-02-26,UpTrend,Range,2025-02-26 13:50:00+08:00,2025-02-26 13:50:00+08:00,33,,,,False,,online,21.0
v6_v6_t0r0e1x0,000688.SH,2025-02-26,Range,Shock,2025-02-26 14:20:00+08:00,2025-02-26 14:20:00+08:00,39,,,,False,,online,27.0
v6_v6_t0r0e1x0,000688.SH,2025-02-27,Range,Shock,2025-02-27 13:10:00+08:00,2025-02-27 13:10:00+08:00,25,,,,False,,online,13.0
v6_v6_t0r0e1x0,000688.SH,2025-02-28,Shock,Range,2025-02-28 11:30:00+08:00,2025-02-28 11:30:00+08:00,23,,,,False,,online,11.0
v6_v6_t0r0e1x0,000688.SH,2025-02-28,Range,DownTrend,2025-02-28 13:15:00+08:00,2025-02-28 13:15:00+08:00,26,,,,False,,online,14.0
v6_v6_t0r0e1x0,000688.SH,2025-02-28,DownTrend,Shock,2025-02-28 14:00:00+08:00,2025-02-28 14:00:00+08:00,35,,,,False,,online,23.0
v6_v6_t0r0e1x0,000688.SH,2025-03-03,Shock,Range,2025-03-03 13:40:00+08:00,2025-03-03 13:40:00+08:00,31,,,,False,,online,19.0
v6_v6_t0r0e1x0,000688.SH,2025-03-03,Range,DownTrend,2025-03-03 14:30:00+08:00,2025-03-03 14:30:00+08:00,41,,,,False,,online,29.0
v6_v6_t0r0e1x0,000688.SH,2025-03-04,Range,Shock,2025-03-04 13:10:00+08:00,2025-03-04 13:10:00+08:00,25,,,,False,,online,13.0
v6_v6_t0r0e1x0,000688.SH,2025-03-04,Shock,Range,2025-03-04 14:25:00+08:00,2025-03-04 14:25:00+08:00,40,,,,False,,online,28.0
v6_v6_t0r0e1x0,000688.SH,2025-03-10,Range,DownTrend,2025-03-10 13:10:00+08:00,2025-03-10 13:10:00+08:00,25,,,,False,,online,13.0
v6_v6_t0r0e1x0,000688.SH,2025-03-10,DownTrend,Range,2025-03-10 13:35:00+08:00,2025-03-10 13:35:00+08:00,30,,,,False,,online,18.0
v6_v6_t0r0e1x0,000688.SH,2025-03-10,Range,UpTrend,2025-03-10 13:50:00+08:00,2025-03-10 13:50:00+08:00,33,,,,False,,online,21.0
v6_v6_t0r0e1x0,000688.SH,2025-03-11,Range,DownTrend,2025-03-11 11:25:00+08:00,2025-03-11 11:25:00+08:00,22,,,,False,,online,10.0
v6_v6_t0r0e1x0,000688.SH,2025-03-11,DownTrend,Range,2025-03-11 13:20:00+08:00,2025-03-11 13:20:00+08:00,27,,,,False,,online,15.0
v6_v6_t0r0e1x0,000688.SH,2025-03-12,Shock,UpTrend,2025-03-12 13:40:00+08:00,2025-03-12 13:40:00+08:00,31,,,,False,,online,19.0
v6_v6_t0r0e1x0,000688.SH,2025-03-13,Range,DownTrend,2025-03-13 11:25:00+08:00,2025-03-13 11:25:00+08:00,22,,,,False,,online,10.0
v6_v6_t0r0e1x0,000688.SH,2025-03-18,Range,DownTrend,2025-03-18 13:15:00+08:00,2025-03-18 13:15:00+08:00,26,,,,False,,online,14.0
v6_v6_t0r0e1x0,000688.SH,2025-03-18,DownTrend,Range,2025-03-18 13:35:00+08:00,2025-03-18 13:35:00+08:00,30,,,,False,,online,18.0
v6_v6_t0r0e1x0,000688.SH,2025-03-19,Range,UpTrend,2025-03-19 11:25:00+08:00,2025-03-19 11:25:00+08:00,22,,,,False,,online,10.0
v6_v6_t0r0e1x0,000688.SH,2025-03-19,UpTrend,Range,2025-03-19 13:15:00+08:00,2025-03-19 13:15:00+08:00,26,,,,False,,online,14.0
